1440.737670898438,1449.983154296875,1464.27490234375,1479.809692382812,1485.76025390625,1491.07177734375,1490.135009765625,1495.357421875,1510.0,1521.1865234375,1526.360717773438,1535.3583984375,1540.16259765625,1535.812377929688,1548.696899414062
1454.517333984375,1475.640014648438,1506.596557617188,1527.597290039062,1546.425659179688,1513.979736328125,1504.702270507812,1515.557495117188,1518.993896484375,1535.628173828125,1557.662475585938,1549.017944335938,1557.5078125,1569.3486328125,1587.649658203125
1518.971313476562,1539.232421875,1548.908447265625,1564.597778320312,1550.24560546875,1532.197998046875,1539.406127929688,1548.861328125,1568.576171875,1601.186401367188,1637.352905273438,1656.47607421875,1639.80078125,1626.334228515625,1662.124389648438
1565.738037109375,1568.910766601562,1578.30712890625,1587.38330078125,1577.696533203125,1594.339477539062,1622.295166015625,1636.1455078125,1701.27392578125,1731.15283203125,1774.478881835938,1824.069580078125,1806.746337890625,1714.986694335938,1837.754028320312
1663.1533203125,1700.9228515625,1715.013427734375,1711.279052734375,1599.271850585938,1630.850463867188,1789.347900390625,1805.76806640625,1842.774536132812,1926.1748046875,1923.353881835938,2005.456787109375,1995.57958984375,1915.460693359375,1880.59716796875
1806.927368164062,1881.923706054688,1891.201782226562,1850.472412109375,1710.348754882812,1632.676391601562,1881.725830078125,1952.257568359375,2038.414306640625,2070.72021484375,2112.188232421875,2177.051025390625,2147.344482421875,2060.89501953125,1958.82861328125
1951.182373046875,1984.375,2057.898193359375,1950.64501953125,1796.993041992188,1673.980102539062,1832.134887695312,2125.12060546875,2209.76025390625,2241.90087890625,2219.08349609375,2182.682861328125,2101.034423828125,2070.830810546875,2038.642578125
2104.86181640625,2145.28662109375,2281.1083984375,2066.968505859375,1806.687377929688,1724.18505859375,1906.4345703125,2265.802734375,2341.210205078125,2289.712158203125,2227.00732421875,2208.437255859375,2212.49560546875,2242.7548828125,2213.65673828125
2331.9482421875,2330.057861328125,2313.027587890625,2059.0107421875,1864.089111328125,1822.748291015625,2041.827270507812,2273.23779296875,2313.0234375,2246.647216796875,2195.49267578125,2255.56201171875,2374.39404296875,2384.40087890625,2297.513427734375
2575.775634765625,2497.10791015625,2301.69580078125,2072.77587890625,1872.201782226562,1863.168701171875,2082.651611328125,2230.73681640625,2206.45947265625,2153.45458984375,2139.521728515625,2284.328125,2385.416748046875,2326.3779296875,2264.84326171875
2520.19873046875,2573.967529296875,2399.07080078125,2113.318115234375,1931.703247070312,1805.87451171875,1947.834350585938,2104.875732421875,2067.000244140625,2065.171630859375,2195.490234375,2363.261474609375,2356.3134765625,2314.138671875,2284.595947265625
2549.42041015625,2489.330810546875,2395.367919921875,2230.103515625,2103.591064453125,1985.8310546875,1856.350708007812,1949.673950195312,2000.773315429688,2143.53955078125,2309.119140625,2331.48583984375,2361.250244140625,2315.143310546875,2308.315673828125
2405.623046875,2325.651123046875,2255.34912109375,2135.15771484375,2042.171508789062,1961.528564453125,1902.1708984375,1935.812377929688,2090.891357421875,2252.254638671875,2302.55908203125,2296.95166015625,2347.60693359375,2378.954833984375,2365.7373046875
2241.84326171875,2193.523681640625,2117.034423828125,2061.0,2006.513549804688,1986.299926757812,1928.85693359375,2051.676513671875,2202.345947265625,2254.730712890625,2225.236083984375,2286.326416015625,2358.776123046875,2463.029541015625,2495.2431640625
2234.470947265625,2179.9755859375,2140.637939453125,2117.619140625,2129.940673828125,2032.33642578125,1973.800537109375,2118.810546875,2191.93017578125,2155.67919921875,2217.08544921875,2323.809326171875,2451.012451171875,2532.784423828125,2640.220458984375
